country,year,iso_code,population,gdp,fossil_share_energy,coal_share_energy,renewables_share_energy,low_carbon_share_energy,energy_per_capita,energy_per_gdp,co2,co2_per_capita,coal_co2,gas_co2,oil_co2,share_global_co2,temperature_change_from_co2
Finland,2012,FIN,5413978.0,204190196792.0,57.955,15.644,24.392,42.045,62885.137,1.667,51.154,9.449,19.595,6.464,23.67,0.146,0.003
Finland,2013,FIN,5439057.0,202349011206.0,59.954,17.205,22.15,40.046,62841.867,1.689,51.719,9.509,21.359,6.065,22.84,0.147,0.003
Finland,2014,FIN,5461686.0,201610622550.0,57.363,15.991,24.195,42.637,60388.477,1.636,47.622,8.719,19.326,5.394,21.542,0.134,0.003
Finland,2015,FIN,5479719.0,202706706722.0,54.312,13.713,27.515,45.688,60020.109,1.623,44.192,8.065,16.843,4.726,21.384,0.125,0.003
Finland,2016,FIN,5495468.0,208405735062.0,56.339,15.482,25.935,43.661,60792.52,1.603,47.252,8.598,18.66,4.208,22.939,0.134,0.003
Finland,2017,FIN,5508398.0,215058877437.0,54.561,14.484,27.99,45.439,59403.098,1.522,44.657,8.107,17.088,3.887,22.213,0.124,0.003
Finland,2018,FIN,5515730.0,217509947213.0,54.764,14.868,27.99,45.236,60525.258,1.535,45.736,8.292,17.924,4.415,22.044,0.125,0.003
Finland,2019,FIN,5521754.0,220173891564.0,53.049,12.755,28.591,46.951,59218.777,1.485,42.444,7.687,15.257,4.314,21.648,0.114,0.003
Finland,2020,FIN,5529616.0,214988893865.0,48.75,10.199,32.588,51.25,56776.078,1.46,37.72,6.821,11.853,4.382,20.261,0.107,0.003
Finland,2021,FIN,5541069.0,221538476826.0,46.498,10.796,35.036,53.502,57854.73,1.447,37.82,6.825,12.711,4.356,19.468,0.103,0.003
Finland,2022,FIN,5569300.0,226154847456.0,45.3,10.582,34.897,54.7,57499.422,1.416,36.337,6.525,12.579,2.41,20.124,0.097,0.003
France,1990,FRA,56990239.0,1636207672000.0,60.78,8.79,5.936,39.22,46496.09,1.619,394.904,6.929,80.69,59.211,234.705,1.737,0.012
France,1991,FRA,57271564.0,1654070164992.0,61.234,8.711,5.941,38.766,49486.617,1.713,419.119,7.318,86.241,66.875,246.275,1.806,0.012
France,1992,FRA,57554867.0,1681416991070.0,59.705,7.653,7.019,40.295,49655.938,1.7,408.433,7.096,78.038,67.822,244.389,1.814,0.012
France,1993,FRA,57801261.0,1671995828699.0,57.11,6.041,6.624,42.89,49374.152,1.707,388.89,6.728,63.127,67.969,240.498,1.709,0.012
France,1994,FRA,57999868.0,1712086429935.0,56.017,6.055,8.129,43.983,48702.859,1.65,381.903,6.585,61.809,67.514,234.585,1.662,0.013
France,1995,FRA,58192207.0,1748659531786.0,56.073,6.271,7.396,43.927,49906.992,1.661,386.959,6.65,62.977,68.705,237.37,1.645,0.013
France,1996,FRA,58380638.0,1773843233893.0,56.414,6.352,6.506,43.586,51598.414,1.698,403.352,6.909,65.333,75.83,244.422,1.664,0.013
France,1997,FRA,58568662.0,1816394950229.0,56.065,5.672,6.447,43.935,50635.941,1.633,396.023,6.762,61.29,75.104,242.028,1.624,0.013
France,1998,FRA,58778817.0,1882050330390.0,57.988,6.556,6.12,42.012,51672.051,1.614,414.357,7.049,71.294,76.864,248.068,1.705,0.013
France,1999,FRA,59084209.0,1949849405155.0,56.971,5.804,7.02,43.029,52095.41,1.579,413.07,6.991,66.41,80.748,248.521,1.663,0.013
France,2000,FRA,59483716.0,2031676031476.0,56.16,5.555,6.409,43.84,52416.18,1.535,407.445,6.85,65.75,84.307,239.763,1.597,0.014
France,2001,FRA,59905131.0,2077786711965.0,55.477,4.637,7.072,44.523,52467.066,1.513,411.592,6.871,56.1,88.43,249.573,1.602,0.014
France,2002,FRA,60327247.0,2107316572579.0,55.284,5.017,5.879,44.716,51700.012,1.48,407.027,6.747,58.586,87.94,243.247,1.55,0.014
France,2003,FRA,60741119.0,2130940712046.0,55.765,5.256,5.675,44.235,51909.512,1.48,412.989,6.799,59.198,91.624,245.064,1.493,0.014
France,2004,FRA,61175244.0,2196883540402.0,55.689,5.015,5.684,44.311,51983.934,1.448,414.073,6.769,58.225,93.182,244.922,1.447,0.014
France,2005,FRA,61625031.0,2238790479440.0,55.947,5.219,5.122,44.053,51181.785,1.409,416.343,6.756,62.032,94.862,241.908,1.407,0.014
France,2006,FRA,62049831.0,2297018080700.0,55.382,4.862,5.702,44.618,50426.094,1.362,406.669,6.554,59.484,92.274,236.777,1.329,0.015
France,2007,FRA,62432438.0,2354672057875.0,55.193,5.114,6.356,44.807,49265.891,1.306,396.461,6.35,61.349,89.101,227.452,1.259,0.015
France,2008,FRA,62780187.0,2362451821701.0,54.63,4.838,7.319,45.37,49137.234,1.306,389.794,6.209,56.167,92.016,223.518,1.216,0.015
France,2009,FRA,63106460.0,2295352990111.0,55.186,4.473,7.409,44.814,46095.289,1.267,371.404,5.885,45.161,90.665,219.508,1.179,0.015
France,2010,FRA,63417366.0,2342490492199.0,54.455,4.662,7.882,45.545,47325.062,1.281,377.079,5.946,49.071,96.134,215.854,1.132,0.015
France,2011,FRA,63733776.0,2393401943613.0,53.03,4.323,6.93,46.97,45465.84,1.211,355.127,5.572,42.169,87.85,208.907,1.03,0.015
France,2012,FRA,64058465.0,2400896391731.0,52.932,4.812,8.714,47.068,45190.879,1.206,358.1,5.59,46.931,90.837,205.354,1.024,0.015
France,2013,FRA,64387736.0,2414733629218.0,52.58,5.065,9.857,47.42,45428.73,1.211,360.013,5.591,49.664,91.386,204.287,1.021,0.016
France,2014,FRA,64692495.0,2437822780219.0,49.861,3.886,9.885,50.139,43247.398,1.148,327.809,5.067,39.548,76.454,197.641,0.924,0.016
France,2015,FRA,64916337.0,2464953810985.0,50.689,3.671,9.568,49.311,43493.316,1.145,332.131,5.116,38.024,81.392,199.231,0.938,0.016
France,2016,FRA,65086853.0,2491956183265.0,52.511,3.647,10.362,47.489,42506.238,1.11,335.496,5.155,36.016,89.261,196.896,0.948,0.016
France,2017,FRA,65284775.0,2549057506683.0,53.594,4.008,9.803,46.406,42218.559,1.081,338.368,5.183,39.997,89.406,195.911,0.941,0.016
France,2018,FRA,65519537.0,2596599107835.0,51.165,3.641,11.513,48.835,42589.262,1.075,323.102,4.931,35.126,84.89,189.446,0.88,0.016
France,2019,FRA,65729460.0,2644453795826.0,51.566,2.95,11.754,48.434,41554.387,1.033,316.321,4.812,29.426,86.387,187.285,0.853,0.016
France,2020,FRA,65905273.0,2438594133224.0,49.74,2.325,13.972,50.26,37087.555,1.002,281.515,4.272,23.854,80.065,165.543,0.801,0.017
France,2021,FRA,66083547.0,2604822841790.0,50.611,2.932,12.914,49.389,39307.219,0.997,307.272,4.65,30.472,85.402,179.122,0.833,0.017
France,2022,FRA,66277412.0,2671568767031.0,54.471,2.828,13.726,45.529,34796.047,0.863,295.304,4.456,26.199,77.656,179.255,0.787,0.017
Germany,1990,DEU,79707963.0,2015547498359.0,88.603,36.593,1.264,11.397,52600.035,2.08,1054.796,13.233,569.117,122.281,333.324,4.64,0.03
Germany,1991,DEU,80303190.0,2141316417831.0,88.76,32.94,1.202,11.24,50939.98,1.91,1016.93,12.664,504.043,130.146,355.311,4.382,0.031
Germany,1992,DEU,80934901.0,2204952392823.0,87.524,30.39,1.438,12.476,49537.809,1.818,969.464,11.978,454.311,129.3,357.981,4.305,0.031
Germany,1993,DEU,81486771.0,2206290854718.0,87.786,28.797,1.498,12.214,48983.738,1.809,959.386,11.774,430.776,136.252,364.629,4.217,0.032
Germany,1994,DEU,81773613.0,2283952742009.0,87.697,28.201,1.646,12.303,48355.109,1.731,943.228,11.535,418.185,142.15,353.812,4.106,0.032
Germany,1995,DEU,82019890.0,2347761113534.0,87.406,26.606,1.788,12.594,48461.355,1.693,939.934,11.46,406.046,152.97,351.7,3.997,0.033
Germany,1996,DEU,82263195.0,2391519573153.0,87.437,25.643,1.593,12.563,49911.09,1.717,959.69,11.666,400.613,169.956,361.057,3.96,0.033
Germany,1997,DEU,82389631.0,2461046373781.0,86.577,25.175,1.709,13.423,49195.352,1.647,931.508,11.306,386.864,162.876,353.069,3.821,0.033
Germany,1998,DEU,82011933.0,2535903706522.0,86.926,24.778,1.868,13.074,49012.766,1.585,923.499,11.261,377.48,165.377,351.914,3.801,0.034
Germany,1999,DEU,81678279.0,2613176576967.0,85.928,24.201,2.112,14.072,48526.492,1.517,895.442,10.963,360.052,165.627,340.846,3.605,0.034
Germany,2000,DEU,81797255.0,2718560455818.0,85.4,24.979,2.738,14.6,48756.883,1.467,898.976,10.99,373.461,166.421,330.774,3.524,0.035
Germany,2001,DEU,81933882.0,2793373055251.0,85.509,24.586,2.798,14.491,49586.312,1.454,915.255,11.171,376.52,173.799,338.871,3.562,0.035
Germany,2002,DEU,82068328.0,2822441773260.0,85.327,24.966,3.365,14.673,48882.719,1.421,898.834,10.952,375.786,173.61,324.413,3.422,0.035
Germany,2003,DEU,82111619.0,2831676106520.0,85.262,25.381,3.477,14.738,48841.699,1.416,894.501,10.894,378.305,176.587,313.847,3.235,0.036
Germany,2004,DEU,82092706.0,2894624877966.0,84.342,24.753,4.316,15.658,48845.914,1.385,876.57,10.678,374.908,174.327,301.208,3.064,0.036
Germany,2005,DEU,82046733.0,2945460930734.0,83.893,23.974,4.992,16.107,48297.293,1.345,867.88,10.578,361.975,175.904,305.188,2.932,0.037
Germany,2006,DEU,81701971.0,3086359147617.0,83.134,24.325,5.797,16.866,49722.023,1.316,886.434,10.85,367.653,180.197,313.191,2.897,0.037
Germany,2007,DEU,81298546.0,3220275669650.0,82.981,26.032,7.37,17.019,47890.441,1.209,846.153,10.408,376.715,173.851,268.924,2.686,0.037
Germany,2008,DEU,81110780.0,3289020399474.0,82.445,23.814,7.523,17.555,48509.781,1.196,856.643,10.561,353.581,180.995,296.43,2.673,0.038
Germany,2009,DEU,80935276.0,3136502162046.0,82.208,22.722,8.147,17.792,45618.898,1.177,789.984,9.761,316.28,168.399,282.438,2.507,0.038
Germany,2010,DEU,80830916.0,3301123203586.0,81.963,23.434,8.465,18.037,47595.047,1.165,826.705,10.228,341.311,184.875,277.154,2.481,0.039
Germany,2011,DEU,80857877.0,3467712967640.0,82.246,24.701,10.168,17.754,45890.207,1.07,804.542,9.95,339.624,169.399,270.809,2.333,0.039
Germany,2012,DEU,80916391.0,3482225441398.0,81.681,25.048,11.46,18.319,46491.398,1.08,814.093,10.061,350.039,167.84,271.945,2.329,0.039
Germany,2013,DEU,81041581.0,3497463140441.0,81.92,25.075,11.603,18.08,47734.965,1.106,831.746,10.263,357.254,170.269,280.396,2.358,0.04
Germany,2014,DEU,81376078.0,3574741315261.0,80.45,25.138,12.84,19.55,45596.504,1.038,792.584,9.74,344.722,151.989,271.603,2.235,0.04
Germany,2015,DEU,82077546.0,3628073946157.0,79.486,24.398,14.318,20.514,46064.484,1.042,800.823,9.757,341.117,157.112,278.861,2.262,0.04
Germany,2016,DEU,82760102.0,3708979940863.0,80.318,23.354,14.101,19.682,46416.703,1.036,797.988,9.642,329.436,169.169,275.704,2.255,0.041
Germany,2017,DEU,83104010.0,3808389445530.0,79.739,21.349,15.388,20.261,47525.457,1.037,784.595,9.441,312.692,172.045,275.506,2.181,0.041
Germany,2018,DEU,83368507.0,3845758522294.0,78.776,21.167,16.263,21.224,46125.492,1.0,758.771,9.101,296.871,169.76,268.094,2.066,0.041
Germany,2019,DEU,83559184.0,3886392581475.0,77.188,16.799,17.811,22.812,44922.695,0.966,708.649,8.481,240.114,172.762,271.933,1.911,0.042
Germany,2020,DEU,83628711.0,3742721113842.0,75.39,14.877,20.017,24.61,41838.684,0.935,647.177,7.739,198.53,170.963,254.465,1.841,0.042
Germany,2021,DEU,83697080.0,3841041747482.0,77.14,17.452,18.082,22.86,42994.242,0.937,677.998,8.101,232.139,181.31,240.525,1.839,0.042
Germany,2022,DEU,84086227.0,3909612753939.0,77.177,18.764,20.329,22.823,41094.125,0.884,667.843,7.942,239.428,158.685,247.017,1.78,0.043
Greece,1990,GRC,10258494.0,161708974933.0,98.286,32.658,1.714,1.714,28007.275,1.777,83.437,8.133,39.787,0.858,35.973,0.367,0.001
Greece,1991,GRC,10306645.0,167630714744.0,97.039,30.995,2.961,2.961,28281.008,1.739,83.406,8.092,38.404,0.833,37.43,0.359,0.001
Greece,1992,GRC,10359895.0,170259945599.0,97.926,31.763,2.074,2.074,28631.41,1.742,84.974,8.202,40.495,0.413,37.253,0.377,0.001
Greece,1993,GRC,10412752.0,168977989489.0,97.843,31.337,2.157,2.157,28861.805,1.779,84.283,8.094,40.164,0.318,37.041,0.37,0.001
Greece,1994,GRC,10466266.0,173829055414.0,97.6,30.884,2.4,2.4,29202.715,1.758,86.429,8.258,42.134,0.2,37.366,0.376,0.001
Greece,1995,GRC,10519233.0,178710456938.0,96.869,29.711,3.131,3.131,30115.697,1.773,86.962,8.267,40.427,0.194,39.132,0.37,0.001
Greece,1996,GRC,10570083.0,185480705042.0,96.24,28.202,3.76,3.76,30728.293,1.751,89.114,8.431,39.23,0.208,42.474,0.368,0.001
Greece,1997,GRC,10622327.0,195536972604.0,96.735,29.523,3.265,3.265,31447.324,1.708,93.801,8.831,42.629,0.428,43.466,0.385,0.001
Greece,1998,GRC,10675411.0,204984690770.0,97.029,29.074,2.971,2.971,33232.719,1.731,98.621,9.238,44.556,1.645,45.109,0.406,0.001
Greece,1999,GRC,10727953.0,213181329734.0,96.267,27.986,3.733,3.733,33063.609,1.664,97.934,9.129,43.084,2.848,44.716,0.394,0.001
Greece,2000,GRC,10782638.0,223530895992.0,96.908,28.188,3.092,3.092,34597.48,1.669,102.973,9.55,45.851,3.982,45.632,0.404,0.001
Greece,2001,GRC,10843166.0,234861781413.0,97.836,28.887,2.164,2.164,34678.547,1.601,105.361,9.717,47.02,3.923,46.859,0.41,0.001
Greece,2002,GRC,10890287.0,246267119689.0,97.379,27.776,2.621,2.621,34560.207,1.528,105.0,9.642,45.544,4.24,47.893,0.4,0.001
Greece,2003,GRC,10918467.0,262880256421.0,95.948,26.411,4.052,4.052,36480.949,1.515,109.067,9.989,45.616,4.757,51.337,0.394,0.001
Greece,2004,GRC,10947369.0,278667908011.0,95.95,27.077,4.05,4.05,36376.992,1.429,109.485,10.001,47.094,5.245,49.781,0.383,0.002
Greece,2005,GRC,10981340.0,282859759866.0,95.665,26.625,4.335,4.335,36389.562,1.413,113.889,10.371,46.604,5.385,53.966,0.385,0.002
Greece,2006,GRC,11016107.0,301538680337.0,94.851,23.831,5.149,5.149,37336.773,1.364,112.419,10.205,42.794,6.284,55.698,0.367,0.002
Greece,2007,GRC,11045737.0,314210147911.0,96.829,24.61,3.171,3.171,37964.91,1.335,114.545,10.37,45.193,7.808,54.066,0.364,0.002
Greece,2008,GRC,11076874.0,315974328109.0,96.092,23.615,3.908,3.908,37157.152,1.303,111.08,10.028,43.285,8.109,52.721,0.347,0.002
Greece,2009,GRC,11108067.0,305101334774.0,94.325,24.809,5.675,5.675,35685.582,1.299,104.319,9.391,42.243,6.623,50.115,0.331,0.002
Greece,2010,GRC,11124666.0,290984350750.0,92.304,24.295,7.696,7.696,34017.863,1.301,97.354,8.751,41.26,7.166,43.995,0.292,0.002
Greece,2011,GRC,11108838.0,266793942822.0,93.942,24.828,6.058,6.058,33422.445,1.392,94.505,8.507,42.08,8.811,40.495,0.274,0.002
Greece,2012,GRC,11048291.0,247887031358.0,92.033,27.228,7.967,7.967,31615.93,1.409,91.393,8.272,43.257,8.094,36.295,0.261,0.002
Greece,2013,GRC,10967534.0,241650188710.0,88.205,24.933,11.795,11.795,29934.105,1.359,81.713,7.45,37.291,7.336,32.909,0.232,0.002
Greece,2014,GRC,10893169.0,242799798246.0,89.255,25.528,10.745,10.745,28266.357,1.268,78.636,7.219,35.227,5.559,33.482,0.222,0.002
Greece,2015,GRC,10820902.0,242323725826.0,87.204,21.154,12.796,12.796,28807.496,1.286,74.927,6.924,29.949,6.035,34.977,0.212,0.002
Greece,2016,GRC,10775506.0,241143085639.0,87.025,16.644,12.975,12.975,28489.859,1.273,71.36,6.622,23.594,7.912,35.568,0.202,0.002
Greece,2017,GRC,10753532.0,243776808141.0,88.551,17.431,11.449,11.449,29962.0,1.322,74.842,6.96,26.019,9.536,35.028,0.208,0.002
Greece,2018,GRC,10730846.0,247844015413.0,86.836,17.035,13.164,13.164,30199.467,1.308,71.778,6.689,24.851,9.072,33.833,0.195,0.002
Greece,2019,GRC,10718581.0,252514250712.0,86.524,11.827,13.476,13.476,29564.295,1.255,65.736,6.133,17.879,9.998,33.915,0.177,0.002
Greece,2020,GRC,10699370.0,229777821500.0,83.215,7.765,16.785,16.785,25885.273,1.205,55.577,5.194,10.147,11.043,31.009,0.158,0.002
Greece,2021,GRC,10579561.0,249158215293.0,80.8,6.654,19.2,19.2,28596.289,1.214,57.528,5.438,9.259,12.363,32.277,0.156,0.002
Greece,2022,GRC,10412481.0,263892672733.0,81.217,5.928,18.783,18.783,30188.217,1.191,57.609,5.533,8.767,10.219,35.274,0.154,0.002
Hong Kong,1990,HKG,5560599.0,159035333203.0,100.0,45.833,0.0,0.0,25061.643,0.876,27.148,4.882,18.109,0.0,8.302,0.119,0.0
Hong Kong,1991,HKG,5628091.0,166388672053.0,100.0,47.732,0.0,0.0,25655.133,0.868,28.463,5.057,19.534,0.0,8.247,0.123,0.0
Hong Kong,1992,HKG,5759558.0,174712323919.0,100.0,42.994,0.0,0.0,29503.812,0.973,32.922,5.716,20.713,0.0,11.542,0.146,0.0
Hong Kong,1993,HKG,5902506.0,183841594031.0,100.0,45.61,0.0,0.0,31427.719,1.009,34.778,5.892,23.989,0.0,10.093,0.153,0.0
Hong Kong,1994,HKG,6042259.0,193897052623.0,100.0,35.957,0.0,0.0,27819.545,0.867,31.079,5.144,17.137,0.0,13.161,0.135,0.0
Hong Kong,1995,HKG,6177105.0,196081470595.0,100.0,36.059,0.0,0.0,29250.051,0.921,31.271,5.062,18.474,0.055,11.967,0.133,0.0
Hong Kong,1996,HKG,6302469.0,207053020618.0,100.0,26.81,0.0,0.0,28654.012,0.872,28.909,4.587,13.731,3.144,11.213,0.119,0.0
Hong Kong,1997,HKG,6416674.0,216031296787.0,100.0,22.363,0.0,0.0,28471.619,0.846,30.497,4.753,11.582,4.913,13.223,0.125,0.0
Hong Kong,1998,HKG,6521331.0,201421963837.0,100.0,27.271,0.0,0.0,28557.631,0.925,38.925,5.969,14.312,4.609,19.383,0.16,0.0
Hong Kong,1999,HKG,6616524.0,205093825462.0,100.0,23.016,0.0,0.0,28507.68,0.92,42.549,6.431,11.698,5.082,25.21,0.171,0.0
Hong Kong,2000,HKG,6704665.0,218622146616.0,100.0,25.547,0.0,0.0,29453.422,0.903,39.765,5.931,14.464,4.583,20.718,0.156,0.0
Hong Kong,2001,HKG,6774243.0,219159408785.0,100.0,31.949,0.0,0.0,36818.906,1.138,37.289,5.504,15.14,4.694,17.455,0.145,0.0
Hong Kong,2002,HKG,6821412.0,222182532288.0,100.0,25.464,0.0,0.0,35686.531,1.096,39.003,5.718,19.661,4.573,14.77,0.148,0.0
Hong Kong,2003,HKG,6858906.0,225487397415.0,100.0,31.27,0.0,0.0,36653.867,1.115,42.733,6.23,25.06,2.92,14.753,0.155,0.0
Hong Kong,2004,HKG,6888164.0,243895605092.0,100.0,26.074,0.0,0.0,40871.117,1.154,41.158,5.975,23.169,4.221,13.768,0.144,0.0
Hong Kong,2005,HKG,6908483.0,259469641313.0,100.0,29.569,0.0,0.0,39095.48,1.041,43.334,6.273,25.467,4.218,13.65,0.146,0.0
Hong Kong,2006,HKG,6931089.0,274690745926.0,99.999,27.903,0.001,0.001,41227.645,1.04,41.915,6.047,25.239,4.459,11.823,0.137,0.0
Hong Kong,2007,HKG,6971344.0,291247413551.0,99.999,28.616,0.001,0.001,43609.16,1.044,43.572,6.25,27.605,3.851,11.732,0.138,0.0
Hong Kong,2008,HKG,7020689.0,295823304243.0,99.999,28.185,0.001,0.001,40288.535,0.956,42.794,6.095,25.963,4.573,11.714,0.134,0.001
Hong Kong,2009,HKG,7064464.0,285619082956.0,99.999,26.953,0.001,0.001,43719.992,1.081,41.583,5.886,27.117,5.174,8.863,0.132,0.001
Hong Kong,2010,HKG,7101614.0,302377330309.0,99.947,22.55,0.053,0.053,45225.73,1.062,40.063,5.641,23.589,6.478,9.438,0.12,0.001
Hong Kong,2011,HKG,7142969.0,314044556431.0,99.863,26.158,0.137,0.137,46105.625,1.049,43.15,6.041,28.063,5.269,9.237,0.125,0.001
Hong Kong,2012,HKG,7201059.0,319384208506.0,99.939,26.793,0.061,0.061,43950.406,0.991,42.738,5.935,27.623,4.884,9.6,0.122,0.001
Hong Kong,2013,HKG,7264330.0,329290162080.0,99.84,27.806,0.16,0.16,44742.965,0.987,44.31,6.1,29.45,4.756,9.428,0.126,0.001
Hong Kong,2014,HKG,7319502.0,338386398632.0,99.849,29.863,0.151,0.151,43337.344,0.937,45.492,6.215,30.853,4.646,9.267,0.128,0.001
Hong Kong,2015,HKG,7366411.0,346466191769.0,99.795,23.863,0.205,0.205,44316.176,0.942,42.404,5.756,25.373,6.082,10.212,0.12,0.001
Hong Kong,2016,HKG,7408006.0,354003396927.0,99.794,23.249,0.206,0.206,45228.492,0.946,43.366,5.854,25.375,6.236,11.053,0.123,0.001
Hong Kong,2017,HKG,7444889.0,367441685993.0,99.791,20.306,0.209,0.209,48266.77,0.978,42.431,5.699,23.772,6.218,11.838,0.118,0.001
Hong Kong,2018,HKG,7471190.0,377902310676.0,99.76,20.613,0.24,0.24,48663.375,0.962,42.597,5.702,24.411,6.06,11.5,0.116,0.001
Hong Kong,2019,HKG,7485817.0,371582312306.0,99.747,20.831,0.253,0.253,46026.332,0.927,41.897,5.597,23.378,6.287,11.621,0.113,0.001
Hong Kong,2020,HKG,7490240.0,347263059452.0,99.538,14.822,0.462,0.462,34437.715,0.743,33.513,4.474,12.447,9.431,11.051,0.095,0.001
Hong Kong,2021,HKG,7484604.0,369654417943.0,99.346,17.428,0.654,0.654,32558.352,0.659,33.637,4.494,13.832,9.424,9.889,0.091,0.001
Hong Kong,2022,HKG,7465913.0,356690492875.0,99.073,19.214,0.927,0.927,29120.252,0.61,30.764,4.121,13.602,9.2,7.351,0.082,0.001
Hungary,1990,HUN,10381280.0,106788855164.0,88.0,22.211,0.17,12.0,31138.303,3.027,73.427,7.073,26.517,20.458,22.863,0.323,0.002
Hungary,1991,HUN,10378174.0,95825225553.0,87.131,22.151,0.204,12.869,29090.016,3.151,69.825,6.728,25.188,20.481,21.602,0.301,0.002
Hungary,1992,HUN,10371477.0,94567780137.0,86.367,20.823,0.202,13.633,27927.746,3.063,62.281,6.005,20.751,17.622,21.748,0.277,0.002
Hungary,1993,HUN,10356869.0,95740692963.0,86.005,19.487,0.21,13.995,26923.32,2.912,62.991,6.082,20.066,19.158,21.508,0.277,0.002
Hungary,1994,HUN,10339936.0,100339331340.0,85.988,18.176,0.208,14.012,27426.154,2.826,61.88,5.985,18.693,19.453,21.2,0.269,0.002
Hungary,1995,HUN,10322792.0,104751822959.0,86.154,17.678,0.22,13.846,27783.232,2.738,61.464,5.954,18.394,20.935,19.802,0.261,0.002
Hungary,1996,HUN,10302238.0,106886865711.0,86.23,17.132,0.251,13.77,28367.492,2.734,63.083,6.123,18.914,23.508,18.5,0.26,0.002
Hungary,1997,HUN,10278600.0,112676520011.0,86.084,16.77,0.269,13.916,27746.697,2.531,61.676,6.0,18.413,22.352,18.726,0.253,0.002
Hungary,1998,HUN,10251717.0,119818720518.0,86.36,16.033,0.214,13.64,28236.934,2.416,61.255,5.975,17.356,22.341,19.339,0.252,0.002
Hungary,1999,HUN,10219797.0,126176462095.0,86.181,16.699,0.245,13.819,28311.498,2.293,61.575,6.025,17.586,22.604,19.196,0.248,0.002
Hungary,2000,HUN,10190598.0,134151505450.0,85.679,16.074,0.249,14.321,27555.037,2.093,58.244,5.716,16.473,22.045,17.502,0.228,0.002
Hungary,2001,HUN,10166693.0,142043461403.0,86.138,14.905,0.256,13.862,28292.807,2.025,59.828,5.885,15.905,24.461,17.279,0.233,0.002
Hungary,2002,HUN,10138461.0,151456660939.0,86.111,14.73,0.238,13.889,27707.572,1.855,58.842,5.804,15.662,24.582,16.361,0.224,0.002
Hungary,2003,HUN,10108970.0,160456137012.0,89.077,14.878,0.345,10.923,28132.156,1.772,61.611,6.095,16.198,26.969,16.133,0.223,0.002
Hungary,2004,HUN,10085788.0,171925388770.0,87.811,13.888,0.985,12.189,28646.92,1.681,59.985,5.947,15.513,26.557,15.68,0.21,0.002
Hungary,2005,HUN,10065703.0,183107031890.0,86.008,11.59,1.882,13.992,30606.633,1.682,60.142,5.975,13.643,27.768,16.481,0.203,0.002
Hungary,2006,HUN,10049946.0,194033322767.0,86.493,11.863,1.557,13.507,30055.938,1.557,59.529,5.923,13.669,26.298,17.222,0.195,0.002
Hungary,2007,HUN,10034084.0,198872162765.0,84.821,12.228,2.042,15.179,29707.297,1.499,58.449,5.825,13.627,24.884,17.592,0.186,0.002
Hungary,2008,HUN,10016653.0,204720371926.0,83.554,12.052,3.095,16.446,29340.787,1.436,57.184,5.709,13.118,24.401,17.336,0.178,0.002
Hungary,2009,HUN,10001381.0,195180908684.0,81.145,10.942,3.947,18.855,27265.072,1.397,51.458,5.145,11.237,21.214,17.26,0.163,0.002
Hungary,2010,HUN,9979128.0,200496589291.0,81.163,11.318,3.999,18.837,27840.814,1.386,51.993,5.21,11.721,22.697,16.067,0.156,0.002
Hungary,2011,HUN,9946675.0,208407605976.0,81.184,11.758,3.672,18.816,27090.857,1.293,50.156,5.042,12.022,21.661,15.14,0.145,0.002
Hungary,2012,HUN,9916621.0,205802052322.0,79.911,12.142,3.807,20.089,25322.736,1.22,46.72,4.711,11.538,19.326,14.471,0.134,0.002
Hungary,2013,HUN,9889344.0,209511661762.0,79.29,11.22,4.115,20.71,24070.496,1.136,43.487,4.397,10.26,18.031,13.982,0.123,0.002
Hungary,2014,HUN,9862843.0,218378634753.0,78.386,11.08,4.82,21.614,24158.225,1.091,43.639,4.425,10.289,16.782,15.335,0.123,0.002
Hungary,2015,HUN,9839211.0,226474616785.0,79.365,10.895,4.593,20.635,25514.207,1.108,46.567,4.733,10.624,17.895,16.673,0.132,0.002
Hungary,2016,HUN,9810529.0,231459349147.0,79.568,10.032,4.567,20.432,26042.918,1.104,47.039,4.795,9.879,19.041,16.713,0.133,0.002
Hungary,2017,HUN,9785608.0,241347220007.0,80.533,9.753,4.454,19.467,27519.338,1.116,49.424,5.051,10.177,20.107,17.631,0.137,0.002
Hungary,2018,HUN,9774395.0,254289117363.0,80.666,9.147,4.84,19.334,27746.227,1.067,49.366,5.051,9.577,19.467,18.712,0.134,0.002
Hungary,2019,HUN,9770346.0,266658311342.0,79.626,7.82,5.632,20.374,28135.389,1.031,49.159,5.031,8.324,19.598,19.52,0.133,0.002
Hungary,2020,HUN,9749459.0,254563881936.0,78.448,7.289,6.807,21.552,27727.416,1.062,47.105,4.832,7.511,20.554,17.463,0.134,0.002
Hungary,2021,HUN,9707848.0,272892486007.0,78.326,5.645,7.724,21.674,29250.391,1.041,48.326,4.978,6.06,21.796,18.887,0.131,0.003
Hungary,2022,HUN,9684308.0,285385229433.0,76.403,5.465,8.957,23.597,27575.229,0.936,45.267,4.674,5.559,18.73,19.647,0.121,0.003
Iceland,1990,ISL,254842.0,7325718271.0,40.917,3.594,59.083,59.083,85104.047,2.961,2.222,8.719,0.282,0.0,1.819,0.01,0.0
Iceland,1991,ISL,257817.0,7288590266.0,39.705,3.799,60.295,60.295,82181.078,2.907,2.103,8.157,0.245,0.0,1.732,0.009,0.0
