country,year,iso_code,population,gdp,fossil_share_energy,coal_share_energy,renewables_share_energy,low_carbon_share_energy,energy_per_capita,energy_per_gdp,co2,co2_per_capita,coal_co2,gas_co2,oil_co2,share_global_co2,temperature_change_from_co2
Bangladesh,2002,BGD,138933659.0,226285297151.0,98.546,2.722,1.454,1.454,1124.599,0.69,32.007,0.23,1.33,19.886,9.906,0.122,0.001
Bangladesh,2003,BGD,140970355.0,242325893842.0,98.647,2.463,1.353,1.353,1171.225,0.681,33.496,0.238,1.37,21.39,9.9,0.121,0.001
Bangladesh,2004,BGD,142902857.0,260372737862.0,98.767,2.32,1.233,1.233,1228.083,0.674,35.978,0.252,1.451,23.091,10.651,0.126,0.001
Bangladesh,2005,BGD,144715789.0,280264340330.0,98.877,4.391,1.123,1.123,1314.626,0.679,37.717,0.261,1.605,24.725,10.637,0.127,0.001
Bangladesh,2006,BGD,146405983.0,303255436424.0,98.949,6.165,1.051,1.051,1406.255,0.679,41.726,0.285,1.81,28.257,10.959,0.136,0.001
Bangladesh,2007,BGD,147989282.0,327072515722.0,98.963,4.891,1.037,1.037,1430.873,0.647,42.675,0.288,2.209,29.579,10.204,0.135,0.001
Bangladesh,2008,BGD,149474264.0,349461394439.0,98.776,4.891,1.224,1.224,1491.569,0.638,45.341,0.303,2.469,32.222,9.951,0.141,0.001
Bangladesh,2009,BGD,150873716.0,372693237092.0,99.487,5.551,0.513,0.513,1626.153,0.658,49.188,0.326,3.015,35.442,10.032,0.156,0.001
Bangladesh,2010,BGD,152201978.0,400087800634.0,99.166,3.457,0.834,0.834,1649.613,0.628,54.036,0.355,3.074,39.397,10.885,0.162,0.001
Bangladesh,2011,BGD,153591074.0,431418704062.0,99.005,4.758,0.995,0.995,1768.521,0.63,55.593,0.362,2.836,38.197,13.865,0.161,0.002
Bangladesh,2012,BGD,155070110.0,458456647637.0,99.154,3.614,0.846,0.846,1902.543,0.644,59.704,0.385,3.422,40.015,15.576,0.171,0.002
Bangladesh,2013,BGD,156532134.0,486135250102.0,99.187,4.817,0.813,0.813,1958.554,0.631,64.763,0.414,3.748,43.942,16.312,0.184,0.002
Bangladesh,2014,BGD,157964931.0,516793803718.0,99.314,2.937,0.686,0.686,2016.64,0.616,67.552,0.428,3.51,44.972,18.287,0.19,0.002
Bangladesh,2015,BGD,159383179.0,552104723056.0,99.207,7.958,0.793,0.793,2416.201,0.698,76.946,0.483,8.607,48.493,18.727,0.217,0.002
Bangladesh,2016,BGD,160811934.0,589932630231.0,99.26,5.96,0.74,0.74,2404.679,0.656,81.761,0.508,6.071,52.903,21.644,0.231,0.002
Bangladesh,2017,BGD,162186146.0,630957812405.0,99.143,6.236,0.857,0.857,2484.585,0.639,86.531,0.534,7.152,52.683,25.478,0.241,0.002
Bangladesh,2018,BGD,163523109.0,678912369102.0,99.292,6.642,0.708,0.708,2631.359,0.634,86.608,0.53,8.182,52.654,24.359,0.236,0.002
Bangladesh,2019,BGD,164913060.0,717214595514.0,99.36,9.964,0.64,0.64,2926.16,0.673,94.808,0.575,8.68,59.417,25.187,0.256,0.002
Bangladesh,2020,BGD,166298024.0,754358367084.0,99.347,11.448,0.653,0.653,2750.767,0.606,95.729,0.576,10.549,60.126,23.636,0.272,0.002
Bangladesh,2021,BGD,167658855.0,807308397444.0,99.329,8.595,0.671,0.671,2937.336,0.61,98.53,0.588,14.216,60.156,22.596,0.267,0.002
Bangladesh,2022,BGD,169384891.0,858143907016.0,99.307,10.821,0.693,0.693,3023.729,0.597,102.147,0.603,16.149,58.784,25.759,0.272,0.002
Belarus,1990,BLR,10186258.0,116974867000.0,99.988,5.303,0.012,0.012,45745.211,3.984,108.459,10.648,10.192,26.589,66.944,0.477,0.003
Belarus,1991,BLR,10193889.0,114005544177.0,99.989,5.049,0.011,0.011,45606.363,4.078,104.186,10.22,9.872,25.384,64.549,0.449,0.003
Belarus,1992,BLR,10217561.0,101880793628.0,99.988,4.828,0.012,0.012,39633.062,3.975,93.597,9.16,8.734,33.09,47.716,0.416,0.003
Belarus,1993,BLR,10241320.0,93050209032.0,99.984,4.969,0.016,0.016,32991.0,3.631,80.674,7.877,7.663,30.05,39.451,0.355,0.003
Belarus,1994,BLR,10230193.0,81212667307.0,99.981,4.169,0.019,0.019,27585.434,3.475,67.99,6.646,6.312,26.765,32.582,0.296,0.003
Belarus,1995,BLR,10197466.0,71373341741.0,99.978,4.416,0.022,0.022,24585.137,3.513,61.015,5.983,5.889,24.34,28.607,0.259,0.003
Belarus,1996,BLR,10164025.0,72504136402.0,99.983,5.225,0.017,0.017,25298.854,3.547,61.844,6.085,5.843,26.23,27.511,0.255,0.003
Belarus,1997,BLR,10122365.0,79868071251.0,99.978,5.443,0.022,0.022,25695.682,3.257,61.697,6.095,5.03,30.213,23.729,0.253,0.003
Belarus,1998,BLR,10080579.0,85602469015.0,99.969,4.94,0.031,0.031,25231.76,2.971,60.184,5.97,4.777,29.595,23.02,0.248,0.003
Belarus,1999,BLR,10039221.0,87455010171.0,99.979,4.711,0.021,0.021,24645.004,2.829,58.076,5.785,4.112,30.693,20.823,0.234,0.003
Belarus,2000,BLR,9991310.0,91419114455.0,99.971,4.538,0.029,0.029,25522.084,2.789,55.014,5.506,4.198,31.337,17.209,0.216,0.003
Belarus,2001,BLR,9938068.0,94624119098.0,99.967,3.351,0.033,0.033,24945.643,2.62,54.105,5.444,3.735,31.648,16.439,0.211,0.003
Belarus,2002,BLR,9873451.0,98263269227.0,99.969,3.056,0.031,0.031,25976.342,2.61,53.944,5.464,3.227,31.999,16.129,0.205,0.004
Belarus,2003,BLR,9803175.0,103937865617.0,99.97,2.898,0.03,0.03,25966.264,2.449,55.236,5.635,3.142,33.6,15.545,0.2,0.004
Belarus,2004,BLR,9735089.0,114486408721.0,99.968,2.535,0.032,0.032,29278.977,2.49,58.373,5.996,2.97,36.354,15.873,0.204,0.004
Belarus,2005,BLR,9667833.0,123858071551.0,99.965,2.809,0.035,0.035,29386.727,2.294,59.396,6.144,2.963,36.976,15.957,0.201,0.004
Belarus,2006,BLR,9608041.0,134673942572.0,99.966,2.365,0.034,0.034,31443.652,2.243,61.809,6.433,2.892,37.419,17.94,0.202,0.004
Belarus,2007,BLR,9563135.0,144615680573.0,99.953,2.742,0.047,0.047,30819.047,2.038,60.276,6.303,2.793,37.868,16.007,0.191,0.004
Belarus,2008,BLR,9529357.0,157577029170.0,99.903,2.523,0.097,0.097,31336.238,1.895,62.931,6.604,2.628,38.635,17.911,0.196,0.004
Belarus,2009,BLR,9507334.0,156010272888.0,99.807,2.54,0.193,0.193,29715.518,1.811,60.628,6.377,2.677,31.82,22.486,0.192,0.004
Belarus,2010,BLR,9490752.0,166239903113.0,99.748,2.452,0.252,0.252,32263.109,1.842,62.515,6.587,2.901,39.553,16.326,0.188,0.004
Belarus,2011,BLR,9472738.0,173120303880.0,99.756,3.0,0.244,0.244,31742.064,1.737,61.353,6.477,2.975,37.378,17.418,0.178,0.004
Belarus,2012,BLR,9463075.0,175940441074.0,99.743,2.829,0.257,0.257,34368.988,1.849,62.592,6.614,5.004,36.817,17.088,0.179,0.004
Belarus,2013,BLR,9464454.0,177632980571.0,99.695,3.319,0.305,0.305,31085.303,1.656,64.152,6.778,4.838,36.9,18.704,0.182,0.004
Belarus,2014,BLR,9472704.0,180627882895.0,99.705,3.285,0.295,0.295,31127.623,1.632,63.699,6.725,4.634,36.594,18.383,0.18,0.004
Belarus,2015,BLR,9487289.0,173709821418.0,99.654,3.227,0.346,0.346,28138.871,1.537,58.828,6.201,4.094,33.957,17.178,0.166,0.004
Belarus,2016,BLR,9499066.0,169304543676.0,99.595,3.471,0.405,0.405,28718.361,1.611,58.188,6.126,3.692,33.885,17.313,0.164,0.004
Belarus,2017,BLR,9495793.0,173606575679.0,99.274,3.526,0.726,0.726,29259.266,1.6,59.444,6.26,3.882,34.769,17.345,0.165,0.004
Belarus,2018,BLR,9480031.0,179054352755.0,99.404,4.783,0.596,0.596,32402.701,1.716,62.171,6.558,3.964,36.813,18.139,0.169,0.004
Belarus,2019,BLR,9435415.0,181643469714.0,99.277,5.011,0.723,0.723,32726.744,1.7,62.171,6.589,4.101,36.685,17.973,0.168,0.004
Belarus,2020,BLR,9350943.0,180420997693.0,98.765,3.399,0.943,1.235,30643.369,1.588,59.123,6.323,3.789,34.029,17.906,0.168,0.004
Belarus,2021,BLR,9251368.0,184521985376.0,94.335,3.169,1.106,5.665,33803.074,1.695,60.861,6.579,3.883,35.938,17.728,0.165,0.004
Belarus,2022,BLR,9173240.0,175773799265.0,95.055,3.589,1.147,4.945,33086.91,1.727,57.121,6.227,3.812,33.846,16.216,0.152,0.004
Belgium,1990,BEL,9960968.0,273278713941.0,80.555,19.981,0.265,19.445,62378.742,2.274,120.335,12.081,41.394,19.826,53.249,0.529,0.004
Belgium,1991,BEL,9998962.0,278686606016.0,81.156,18.471,0.249,18.844,64294.656,2.307,123.396,12.341,40.122,21.596,55.934,0.532,0.004
Belgium,1992,BEL,10045988.0,283358354426.0,80.822,16.568,0.283,19.178,63857.262,2.264,122.519,12.196,38.118,22.177,56.361,0.544,0.004
Belgium,1993,BEL,10084932.0,281005275818.0,81.235,15.949,0.238,18.765,62586.73,2.246,121.451,12.043,36.562,23.189,55.846,0.534,0.004
Belgium,1994,BEL,10116005.0,290433135887.0,82.674,16.294,0.265,17.326,65629.477,2.286,124.833,12.34,38.013,23.677,57.234,0.543,0.004
Belgium,1995,BEL,10137264.0,297763645458.0,82.549,15.373,0.294,17.451,66301.898,2.257,125.969,12.426,36.955,26.284,56.621,0.536,0.004
Belgium,1996,BEL,10156972.0,302924438524.0,82.84,13.85,0.234,17.16,70284.875,2.357,129.503,12.75,34.203,29.192,60.415,0.534,0.005
Belgium,1997,BEL,10181465.0,314576090803.0,81.427,12.802,0.241,18.573,70840.68,2.293,124.017,12.181,31.916,27.721,58.48,0.509,0.005
Belgium,1998,BEL,10203185.0,321240211745.0,82.189,12.488,0.305,17.811,72074.211,2.289,130.256,12.766,33.214,30.851,60.233,0.536,0.005
Belgium,1999,BEL,10226681.0,333121577520.0,80.926,11.023,0.348,19.074,71395.695,2.192,124.719,12.195,28.931,32.957,56.9,0.502,0.005
Belgium,2000,BEL,10251719.0,345706865981.0,81.513,11.979,0.418,18.487,72509.641,2.15,126.776,12.366,31.672,33.187,55.595,0.497,0.005
Belgium,2001,BEL,10287005.0,349015220419.0,82.125,11.507,0.434,17.875,71630.055,2.111,126.085,12.257,28.29,32.914,58.888,0.491,0.005
Belgium,2002,BEL,10332975.0,355705534550.0,81.772,9.914,0.465,18.228,70983.867,2.062,126.883,12.279,28.637,33.235,58.705,0.483,0.005
Belgium,2003,BEL,10376262.0,358937085300.0,82.514,9.231,0.473,17.486,73407.07,2.122,128.292,12.364,27.766,34.973,59.396,0.464,0.005
Belgium,2004,BEL,10421298.0,372499172102.0,82.582,8.552,0.589,17.418,73370.898,2.053,128.812,12.36,28.252,34.963,59.311,0.45,0.005
Belgium,2005,BEL,10478883.0,380840056202.0,82.167,7.949,0.844,17.833,72156.344,1.985,125.658,11.992,26.196,35.624,57.578,0.425,0.005
Belgium,2006,BEL,10548445.0,390874955040.0,82.31,7.821,1.178,17.69,71881.797,1.94,123.9,11.746,25.337,35.371,56.542,0.405,0.005
Belgium,2007,BEL,10625488.0,404721960651.0,81.757,7.098,1.378,18.243,71852.602,1.886,120.493,11.34,23.158,35.621,55.086,0.383,0.005
Belgium,2008,BEL,10709711.0,408290544814.0,82.721,6.9,1.718,17.279,72432.766,1.9,120.204,11.224,23.259,35.671,54.708,0.375,0.005
Belgium,2009,BEL,10812936.0,399489943721.0,80.116,4.819,2.494,19.884,66203.031,1.792,107.807,9.97,15.162,36.468,50.706,0.342,0.005
Belgium,2010,BEL,10936619.0,411261674695.0,80.474,5.727,3.125,19.526,69929.078,1.86,114.563,10.475,17.526,40.339,51.153,0.344,0.005
Belgium,2011,BEL,11038624.0,420934235947.0,78.418,5.781,3.983,21.582,64655.848,1.696,105.159,9.526,16.689,34.572,48.22,0.305,0.005
Belgium,2012,BEL,11107522.0,424045845634.0,79.766,5.673,4.996,20.234,61664.453,1.615,102.486,9.227,15.078,34.911,47.133,0.293,0.005
Belgium,2013,BEL,11160277.0,425993254852.0,79.095,5.861,5.28,20.905,62894.422,1.648,102.816,9.213,15.269,35.272,47.229,0.291,0.005
Belgium,2014,BEL,11210113.0,432717694183.0,80.816,6.128,5.938,19.184,58059.273,1.504,97.081,8.66,14.725,30.995,46.313,0.274,0.006
Belgium,2015,BEL,11275332.0,441551470878.0,83.349,5.921,6.551,16.651,58306.633,1.489,101.327,8.987,14.381,33.812,48.237,0.286,0.006
Belgium,2016,BEL,11332707.0,447144517813.0,78.229,5.221,6.264,21.771,62607.219,1.587,99.816,8.808,13.476,34.369,47.124,0.282,0.006
Belgium,2017,BEL,11376583.0,454386396677.0,78.349,5.068,6.819,21.651,62940.031,1.576,99.282,8.727,13.247,35.03,46.258,0.276,0.006
Belgium,2018,BEL,11428608.0,462533269863.0,82.726,5.049,7.262,17.274,62492.762,1.544,100.256,8.772,13.297,36.104,45.875,0.273,0.006
Belgium,2019,BEL,11490623.0,472897988852.0,77.54,4.898,7.77,22.46,64258.418,1.561,99.799,8.685,13.156,36.224,45.341,0.269,0.006
Belgium,2020,BEL,11540102.0,447544069854.0,76.64,4.225,10.457,23.36,57530.324,1.483,91.255,7.908,10.466,36.073,40.098,0.26,0.006
Belgium,2021,BEL,11570843.0,474995824355.0,73.882,4.2,9.202,26.118,63805.598,1.554,94.928,8.204,11.762,36.281,42.152,0.257,0.006
Belgium,2022,BEL,11641814.0,489678394377.0,73.922,4.655,10.436,26.078,59651.605,1.418,88.915,7.638,11.903,31.174,41.466,0.237,0.006
Brazil,1990,BRA,149143223.0,1185475140000.0,56.326,7.317,43.267,43.674,10479.675,1.318,218.658,1.466,37.095,7.484,151.775,0.962,0.03
Brazil,1991,BRA,151724253.0,1213090136106.0,56.046,8.075,43.701,43.954,10703.902,1.339,229.394,1.512,42.466,7.336,156.7,0.989,0.031
Brazil,1992,BRA,154275077.0,1221828516629.0,55.679,7.705,44.017,44.321,10708.817,1.352,233.601,1.514,41.203,7.983,163.252,1.037,0.031
Brazil,1993,BRA,156794574.0,1298220757545.0,55.71,7.58,44.217,44.29,11035.176,1.333,244.306,1.558,42.343,8.73,171.252,1.074,0.032
Brazil,1994,BRA,159265011.0,1391783970549.0,56.059,7.449,43.932,43.941,11345.266,1.298,254.002,1.595,43.664,8.985,179.165,1.106,0.033
Brazil,1995,BRA,161735079.0,1468835128486.0,56.252,7.377,43.373,43.748,11828.174,1.302,268.678,1.661,45.582,9.603,190.347,1.142,0.034
Brazil,1996,BRA,164202549.0,1520364859776.0,56.826,7.169,42.834,43.174,12366.625,1.336,289.311,1.762,46.471,10.608,206.279,1.194,0.035
Brazil,1997,BRA,166661662.0,1591956040321.0,57.433,6.813,42.148,42.567,12895.613,1.35,306.949,1.842,47.047,11.863,219.83,1.259,0.036
Brazil,1998,BRA,169159651.0,1617675773756.0,57.553,6.405,42.033,42.447,13238.571,1.384,317.359,1.876,45.591,12.411,229.578,1.306,0.037
Brazil,1999,BRA,171641544.0,1645887982219.0,57.716,6.397,41.786,42.284,13225.068,1.379,327.256,1.907,46.805,14.069,235.468,1.318,0.038
Brazil,2000,BRA,174018278.0,1739728033832.0,58.334,6.548,40.939,41.666,13586.246,1.359,340.183,1.955,50.457,18.443,239.491,1.333,0.039
Brazil,2001,BRA,176301201.0,1785513006345.0,61.071,6.596,37.181,38.929,13068.835,1.29,346.166,1.963,49.43,23.185,241.792,1.347,0.04
Brazil,2002,BRA,178503485.0,1861742323845.0,59.532,6.265,38.819,40.468,13173.609,1.263,347.765,1.948,48.689,29.293,239.219,1.324,0.041
Brazil,2003,BRA,180622688.0,1904932706436.0,57.989,6.41,40.449,42.011,13211.707,1.253,344.645,1.908,51.933,30.919,232.434,1.246,0.043
Brazil,2004,BRA,182675144.0,2038447931287.0,58.27,6.402,40.444,41.73,13703.958,1.228,361.434,1.979,53.833,38.215,239.768,1.263,0.044
Brazil,2005,BRA,184688101.0,2129214530430.0,57.674,6.023,41.27,42.326,13910.277,1.207,364.371,1.973,50.952,39.619,240.218,1.231,0.045
Brazil,2006,BRA,186653099.0,2240805319046.0,57.428,5.774,41.147,42.572,14152.363,1.179,368.871,1.976,50.835,42.053,242.251,1.206,0.046
Brazil,2007,BRA,188552311.0,2405626901513.0,56.519,5.75,42.285,43.481,14905.908,1.168,390.573,2.071,54.989,43.246,256.003,1.24,0.047
Brazil,2008,BRA,190367297.0,2559842659987.0,57.327,5.578,41.389,42.673,15424.676,1.147,412.638,2.168,55.315,51.303,267.239,1.287,0.048
Brazil,2009,BRA,192079958.0,2589568436235.0,54.653,4.522,44.157,45.347,15230.74,1.13,389.775,2.029,43.586,40.959,262.705,1.237,0.049
Brazil,2010,BRA,193701931.0,2820492538862.0,56.281,5.397,42.505,43.719,16462.07,1.131,440.269,2.273,56.688,55.049,286.08,1.321,0.049
Brazil,2011,BRA,195284736.0,2968455007203.0,56.37,5.544,42.378,43.63,16981.988,1.117,461.911,2.365,62.292,53.101,303.885,1.34,0.05
Brazil,2012,BRA,196876113.0,3025484250011.0,58.501,5.33,40.259,41.499,17312.078,1.127,497.468,2.527,61.016,63.397,327.734,1.423,0.051
Brazil,2013,BRA,198478290.0,3116394665745.0,60.442,5.586,38.407,39.558,17638.982,1.123,531.569,2.678,65.604,74.704,342.338,1.507,0.052
Brazil,2014,BRA,200085126.0,3132099937531.0,61.318,5.808,37.566,38.682,17870.57,1.142,556.526,2.781,69.037,81.285,356.751,1.569,0.053
Brazil,2015,BRA,201675534.0,3021043246476.0,60.217,5.908,38.708,39.783,17530.328,1.17,528.174,2.619,69.455,80.464,330.356,1.492,0.054
Brazil,2016,BRA,203218108.0,2922076150345.0,57.285,5.48,41.536,42.715,16983.99,1.181,491.745,2.42,63.828,69.666,312.942,1.389,0.054
Brazil,2017,BRA,204703440.0,2960731613785.0,57.551,5.733,41.294,42.449,16988.619,1.175,497.255,2.429,67.318,70.688,315.045,1.382,0.055
Brazil,2018,BRA,206107265.0,3013541086239.0,54.731,5.597,44.126,45.269,16915.357,1.157,476.601,2.312,65.837,67.418,298.889,1.297,0.056
Brazil,2019,BRA,207455459.0,3050327159562.0,53.678,5.146,45.178,46.322,17194.145,1.169,476.724,2.298,61.885,67.122,302.98,1.285,0.057
Brazil,2020,BRA,208660845.0,2950377451264.0,51.847,4.852,47.116,48.153,16401.875,1.16,447.999,2.147,55.949,59.027,285.284,1.274,0.058
Brazil,2021,BRA,209550291.0,3097565215045.0,55.294,5.619,43.673,44.706,17089.926,1.156,496.562,2.37,67.936,75.975,303.465,1.347,0.059
Brazil,2022,BRA,210306411.0,3187412907763.0,51.359,4.464,47.66,48.641,17744.193,1.171,480.058,2.283,56.112,60.086,315.339,1.279,0.06
Bulgaria,1990,BGR,8822366.0,79352520673.0,85.997,29.717,1.401,14.003,36771.109,4.088,76.638,8.687,34.721,12.111,26.355,0.337,0.001
Bulgaria,1991,BGR,8695798.0,72983249507.0,83.58,32.846,2.41,16.42,30198.242,3.598,61.521,7.075,31.777,10.184,17.356,0.265,0.001
Bulgaria,1992,BGR,8559091.0,67935669606.0,84.811,36.694,2.148,15.189,28868.836,3.637,57.356,6.701,31.436,8.892,15.096,0.255,0.001
Bulgaria,1993,BGR,8466533.0,67190225135.0,83.319,37.04,1.891,16.681,31134.502,3.923,58.389,6.896,33.042,8.15,15.219,0.257,0.001
Bulgaria,1994,BGR,8416924.0,68680754016.0,81.696,35.259,1.426,18.304,30122.635,3.692,56.383,6.699,31.375,8.113,14.595,0.245,0.001
Bulgaria,1995,BGR,8357576.0,70965735433.0,80.096,32.813,2.226,19.904,32624.234,3.842,57.917,6.93,31.308,9.987,13.675,0.246,0.002
Bulgaria,1996,BGR,8291402.0,65116237713.0,78.451,32.786,2.968,21.549,32793.77,4.176,58.46,7.051,31.466,10.187,13.911,0.241,0.002
Bulgaria,1997,BGR,8217101.0,64936506648.0,77.748,39.537,2.96,22.252,31293.846,3.96,55.806,6.791,34.011,8.234,11.252,0.229,0.002
Bulgaria,1998,BGR,8138193.0,67715867197.0,77.426,39.173,3.469,22.574,30382.707,3.651,53.114,6.526,32.115,7.157,12.103,0.219,0.002
Bulgaria,1999,BGR,8067464.0,64098092292.0,76.13,36.722,3.516,23.87,26929.967,3.389,46.371,5.748,26.598,6.215,11.927,0.187,0.002
Bulgaria,2000,BGR,8000519.0,67719765830.0,73.217,33.914,3.386,26.783,27170.389,3.21,45.499,5.687,26.375,6.767,10.515,0.178,0.002
Bulgaria,2001,BGR,7928455.0,68877651140.0,73.753,37.383,2.044,26.247,28324.223,3.26,49.02,6.183,30.061,6.288,10.825,0.191,0.002
Bulgaria,2002,BGR,7861949.0,73450036758.0,71.696,35.533,2.681,28.304,27707.934,2.966,46.141,5.869,27.82,5.601,10.815,0.176,0.002
Bulgaria,2003,BGR,7804405.0,77722336425.0,75.317,38.431,3.646,24.683,28875.049,2.899,50.491,6.47,31.191,5.822,11.535,0.183,0.002
Bulgaria,2004,BGR,7749430.0,83228668873.0,75.016,37.975,3.931,24.984,28120.139,2.618,49.537,6.392,29.943,5.827,11.565,0.173,0.002
Bulgaria,2005,BGR,7695047.0,89684785590.0,73.654,34.374,4.937,26.346,30680.197,2.632,50.6,6.576,29.489,6.573,12.14,0.171,0.002
Bulgaria,2006,BGR,7640292.0,96404598197.0,73.442,34.223,4.738,26.558,31504.156,2.497,51.837,6.785,29.993,6.731,12.58,0.169,0.002
Bulgaria,2007,BGR,7586896.0,104058200673.0,79.861,39.75,3.307,20.139,30663.352,2.236,55.669,7.338,33.366,6.877,12.404,0.177,0.002
Bulgaria,2008,BGR,7535589.0,110900337989.0,78.429,38.314,3.391,21.571,30551.521,2.076,54.026,7.169,32.489,6.725,11.78,0.169,0.002
Bulgaria,2009,BGR,7488016.0,107365071902.0,75.198,36.778,4.846,24.802,26990.662,1.882,45.75,6.11,27.274,5.05,11.297,0.145,0.002
Bulgaria,2010,BGR,7437594.0,109045208364.0,73.795,38.193,7.258,26.205,28432.732,1.939,47.816,6.429,29.294,5.386,10.912,0.144,0.002
Bulgaria,2011,BGR,7380023.0,109435363210.0,76.432,42.21,4.618,23.568,30434.416,2.052,53.12,7.198,34.481,6.151,10.107,0.154,0.002
Bulgaria,2012,BGR,7317020.0,110261509885.0,73.924,37.988,6.861,26.076,29168.732,1.936,48.277,6.598,29.412,5.753,10.627,0.138,0.002
Bulgaria,2013,BGR,7264605.0,109643527181.0,71.828,35.243,9.694,28.172,27270.346,1.807,42.583,5.862,24.997,5.612,9.557,0.121,0.002
Bulgaria,2014,BGR,7223450.0,110703533681.0,71.093,35.255,9.634,28.907,29286.607,1.911,45.169,6.253,26.579,5.602,10.562,0.127,0.002
Bulgaria,2015,BGR,7177515.0,114498611934.0,71.709,34.266,10.787,28.291,31303.371,1.962,48.127,6.705,27.678,5.94,11.488,0.136,0.002
Bulgaria,2016,BGR,7127436.0,117979077002.0,71.853,31.371,9.37,28.147,29900.988,1.806,45.344,6.362,24.155,5.945,11.886,0.128,0.002
Bulgaria,2017,BGR,7075642.0,121237951710.0,73.967,32.812,8.073,26.033,30834.584,1.8,47.446,6.706,25.792,6.053,12.162,0.132,0.002
Bulgaria,2018,BGR,7024745.0,124492855771.0,69.389,29.284,12.096,30.611,31149.057,1.758,43.503,6.193,22.113,5.797,12.372,0.118,0.002
Bulgaria,2019,BGR,6975466.0,129520075495.0,70.071,28.221,10.38,29.929,30327.924,1.633,42.195,6.049,20.806,5.266,12.901,0.114,0.002
Bulgaria,2020,BGR,6933656.0,124392792956.0,67.664,24.983,11.122,32.336,28177.615,1.571,36.571,5.274,16.204,5.31,11.944,0.104,0.002
Bulgaria,2021,BGR,6877222.0,133889804025.0,68.288,27.739,13.231,31.712,32263.266,1.657,42.365,6.16,20.423,6.258,12.742,0.115,0.002
Bulgaria,2022,BGR,6825862.0,138390156500.0,70.186,31.937,12.026,29.814,33606.043,1.658,46.932,6.876,25.068,5.018,13.385,0.125,0.002
Canada,1990,CAN,27789437.0,835996817449.0,64.928,10.695,28.252,35.072,108263.508,3.599,458.018,16.482,99.139,125.706,212.193,2.015,0.02
Canada,1991,CAN,28157154.0,820274272433.0,62.834,10.319,29.252,37.166,107284.562,3.683,449.776,15.974,104.152,125.276,199.964,1.938,0.02
Canada,1992,CAN,28500066.0,829742094636.0,63.426,10.237,29.262,36.574,108832.219,3.738,463.393,16.259,106.985,132.473,202.862,2.058,0.021
Canada,1993,CAN,28830635.0,853775990714.0,62.476,8.866,29.209,37.524,110299.57,3.725,464.072,16.096,99.618,137.022,206.16,2.04,0.021
Canada,1994,CAN,29147383.0,894851932653.0,62.101,9.055,28.705,37.899,113257.367,3.689,478.468,16.415,103.287,140.26,211.173,2.083,0.021
Canada,1995,CAN,29459138.0,921360066054.0,63.196,9.236,28.664,36.804,114799.25,3.671,491.305,16.678,104.709,147.985,213.868,2.089,0.022
Canada,1996,CAN,29767210.0,938872519434.0,62.855,9.18,29.629,37.145,116706.812,3.7,507.775,17.058,106.867,154.547,220.802,2.095,0.022
Canada,1997,CAN,30059088.0,981728042651.0,64.306,9.542,29.044,35.694,116146.086,3.556,522.019,17.366,113.731,153.155,228.749,2.141,0.022
Canada,1998,CAN,30329971.0,1022474596969.0,66.07,10.341,28.09,33.93,113457.711,3.366,529.615,17.462,119.841,149.967,231.618,2.18,0.023
Canada,1999,CAN,30599458.0,1078414980757.0,65.818,9.635,28.364,34.182,116044.836,3.293,543.859,17.774,120.136,162.468,234.589,2.19,0.023
Canada,2000,CAN,30891800.0,1137681278760.0,65.852,9.925,28.536,34.148,118073.062,3.206,566.68,18.344,129.483,173.031,237.243,2.221,0.023
Canada,2001,CAN,31213578.0,1161459919261.0,66.972,10.52,27.032,33.028,114440.516,3.076,558.981,17.908,126.847,165.269,241.282,2.176,0.024
